x,y
0.2739233746429086,0.9301581764763915
-0.4604265724722594,-0.29335173528450165
-0.9180529521276106,0.5510715253127105
-0.9669447289429418,0.13984891642552644
0.6265404784005448,-0.7752595019250547
0.8255111545554434,-1.0500587994144905
0.21327155153435973,1.0464251272003646
0.4589931219679968,0.3354264511845467
0.08724998293084574,0.4735208303493003
0.8701448475755365,-0.7120113218870285
0.6317071082430643,-0.865533671112303
-0.9945229996597038,-0.012775099303200345
0.7148085531751387,-0.8378585570686514
-0.9328288493890713,0.42320339373696364
0.45931089285988813,0.4839176512525212
-0.648688758794882,0.7254276897619387
0.7263578446997732,-0.9309585717045521
0.08292244049818343,0.47821192189770656
-0.40057621892523043,-0.5282705835146819
-0.1546255576046831,-0.8264770139720189
-0.9433606577090741,0.2922913147145541
-0.7514334470008721,0.9131977643019311
0.34124882938726064,1.146701217534494
0.2943790231485002,0.9536404106249168
0.2307702229625077,0.7910435564972821
-0.23264489147623313,-1.058920504259969
0.994419871578422,0.032750174609525395
0.9616706775524602,-0.288509827131641
0.3710839689613894,0.8603340782898417
0.3009185525356326,1.049497042186957
0.37689346114188016,0.683410649258303
-0.22215715204179243,-1.0319582692727673
-0.7298069899551776,0.8914818772521
0.4429766803881634,0.28067488683704955
0.050708644951451776,0.16593423412137118
-0.3795162488820887,-0.5663200098798337
-0.028329282336421846,-0.01798961065712934
0.7789756686980005,-1.1090867028646867
0.8680870319124994,-0.8553120072805703
-0.28440960658185954,-1.1535704446498267
0.14305966145952187,0.686238793248145
-0.3562612178481157,-1.0959069729528632
0.1886000603993936,0.8122746103441094
-0.3241775489857335,-0.7636491237910783
-0.21676199894367754,-1.01283921529728
0.7805487040095846,-0.8961769732908529
-0.5456848129332406,0.23422356223882843
0.24637428937208483,1.1758072536733182
-0.8319693128352303,0.8902005411022194
0.6652882953067956,-0.8998629277284012
0.5741966149773667,-0.1942446945191199
-0.5212611140140957,0.10074336246625215
0.7529684616214076,-1.1219484027575537
-0.8828639303896113,0.6915104840962709
-0.32776587890867925,-0.8868661932554106
-0.6994410662103219,1.0565978769841187
-0.09932126670142605,-0.6764931706107616
0.5926485405745885,-0.46933095127987645
-0.5387155820125051,0.32614002577229495
-0.8959573978711808,0.5413740797425495
-0.1908963203569436,-0.9155105140413661
-0.6029739109814893,0.5197235617336353
-0.8184939087617562,1.1433964575629063
0.16066477197370133,0.7761446847165
-0.4026077343621548,-0.6197587469303948
0.34398975591271874,0.7240479388556696
-0.6009691120635734,0.5580883916511519
0.8842262210129956,-0.6655385254746975
-0.2697796635103429,-0.9155083501866468
-0.789009440859541,0.9090635395130471
0.25821630307941845,0.9800903527250893
0.8543091061357349,-0.934457133881217
-0.11924569056843204,-0.7638247312424257
0.9091809873814745,-0.26458384357137266
-0.00020837262470596585,0.10281507572954193
-0.14954275030184894,-0.8854673640693769
0.24042690403075562,0.8644518378480632
0.9901930104706482,-0.15913842918690796
0.8978873498755306,-0.6006412695913205
-0.07990972138180785,-0.47778374396427276
0.5154576906165829,-0.17140697258447918
-0.005154609024762058,-0.16103914858531712
0.05862432039354082,0.5023120891610046
0.571571401427615,-0.38952357326461456
-0.17068830128865842,-0.9158387325692257
0.4689671435774587,0.17168588240461247
0.4222857559794997,0.4161660117678142
0.8641193732267565,-1.0473632449506955
-0.7701347334381896,1.0035744270386424
0.4580302341526188,0.15360367017009208
0.8548478572491198,-0.8910089841998841
0.9358523798492928,-0.45625327672924093
-0.9705873900692614,0.2569849095646722
0.7272801804911515,-1.1068811862334529
0.9623900801326886,-0.37754501836057885
0.9144203592219271,-0.4481876395367785
-0.7024719755350042,1.0311781149701258
0.9452576276459099,-0.4331078232735054
0.7798711114410413,-0.9261989080193227
0.6447476550861408,-0.8183454802052788
-0.040024152384335654,-0.21870765292372998
-0.5352541607213923,0.09360541402204531
0.6037611574366157,-0.5234486335462436
0.8470603195669391,-0.699409203817189
-0.46773945541541484,-0.13760646025189371
0.07786881524437383,0.5258105328031316
-0.114494342050937,-1.0361528373984017
0.86203463196231,-0.7362387193013322
-0.9189785776231307,0.4848231314351104
0.46401239131312155,0.20949033592769106
0.22874649389799329,0.9280390155333722
-0.9432692697729579,0.3544857943299546
0.43843954565348064,0.41843456194097545
-0.968016540952856,0.1732293271718266
0.5159020047128562,-0.14608149606096854
0.025517446524156107,0.28262019826975077
0.8582084415940123,-0.8881762718586714
-0.8678350065518505,0.8412283477003462
0.6826345592247665,-0.8940696236373121
-0.8666199824657972,0.6629105020359319
-0.31138004239174966,-0.9555477311649366
-0.1394025361043334,-0.8601143049211147
0.9321241615681404,-0.346159002030324
0.12446368445691403,0.7395101599988092
-0.4822708136581355,-0.16684513824530836
-0.5166485718113101,-0.005806437818460269
0.7762366413183597,-0.9562714253864497
-0.5482611431653512,0.3943464938543223
-0.750890588329433,0.988600708997119
-0.4233384859848448,-0.4214320938903099
0.1722461296254656,0.8454153893461224
0.10818100434653566,0.6353332083722065
0.6194215518255555,-0.711021447278964
0.12095190401237166,0.7182990039430486
-0.423157571137579,-0.6152516794840832
-0.1742073146382146,-0.8243152898703298
0.6362419419418208,-0.7782418763880578
0.253012924839507,1.0356816251828826
0.9181552853948844,-0.5259090929999782
-0.26119117781663825,-0.9654927124258191
0.10522302104257442,0.5067574015489734
0.18784840322633656,1.0436304848655593
0.69658241655012,-1.1145566081419744
-0.7090529236269365,0.8631622714628354
-0.1869793265037467,-0.899056039542289
0.8199179233245939,-0.7587622792600424
-0.9138662228635916,0.5429727732089612
0.6454125603630039,-0.816531974919617
-0.1692319252575507,-1.0164805768831284
0.6596079705562055,-0.8621331867216986
-0.9800908783854161,0.12277900887337616
-0.2699076844834587,-0.8231303676067877
-0.8427399256687202,0.8971912836453941
0.3052291526732769,0.787482788576114
-0.4523018028008856,-0.09255244574266586
0.4053041413195726,0.521000833596794
0.8876028538841816,-0.7369024718515622
-0.7463657954775045,1.1472215720708232
0.7295565908015482,-0.9967372462749784
-0.8810716967993231,0.6428827297984219
-0.23845898337822113,-0.9754933877966704
-0.14045187764284672,-0.6878310505958662
-0.02230090633307147,-0.04032903899729191
0.9529246438720891,-0.4290093548830728
0.5513823762036567,-0.11741770332122986
-0.382285274561478,-0.5793236223694344
-0.4603264289983997,-0.28462289416873
0.7262404083786356,-1.0707435222176895
0.7626143454753798,-1.0937619502851474
0.021413011087290545,0.14647422525445722
-0.3114085380753495,-0.9912838047779653
0.9898346963218356,-0.14031446613927862
-0.3681129092645996,-0.6559083900716006
-0.6345752421468751,0.7848002042468117
0.7601962426081394,-1.0374056730996293
0.624670796222508,-0.6322178960947233
0.33577881114270247,0.9949786433823707
0.9168272635559038,-0.6085755052539654
0.8514291544288375,-0.8640355356109217
0.49649700660350815,0.11627036362775206
0.7214028190953554,-0.9120066274382821
-0.505706519355785,0.058517322214856414
-0.7175068861979368,1.0954737025111951
0.3401236986298719,0.7350900415550343
0.42923707330950545,0.2821979874607585
-0.6658941424354556,0.7769375191743555
-0.20888545379024803,-0.9545634654475742
0.8205115324321095,-0.9830625816062902
0.12280153510044589,0.6485502938815678
0.15667182985254535,0.7354391810773859
-0.6117404542184128,0.5837688156554612
0.05204449723575033,0.22072966925118268
0.04686945478983984,0.32699795633670004
-0.822128719507456,0.9785405387790452
0.9638853862534125,-0.27301709189284623
0.14279120091154884,0.7608465081203158
-0.9871822346713797,0.02234610443144676
0.5452984024507772,-0.22766596486488466
0.9565314276802914,-0.26083254923756155
0.17974005664190096,1.0635461224429035
